nota    tribunal
9.0	T1
9.3	T1
8.2	T1
9.6	T1
9.8	T1
8.8	T1
9.2	T1
10.0	T1
8.0	T2
8.8	T2
8.8	T2
9.0	T2
9.1	T2
9.2	T2
7.0	T3
8.5	T3
8.7	T3
8.8	T3
9.0	T3
9.0	T3
10.0	T3
8.2	T4
8.5	T4
8.6	T4
9.6	T4
9.8	T4
10.0	T4
7.5	T5
7.3	T5
8.5	T5
8.5	T5
8.6	T5
8.7	T5
7.9	T5
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
